Project_ID,Project_Name,Project_Type,Scope_Complexity,Estimated_Cost_USD,Resource_Allocation_Score,Risk_Assessment_Score,Environmental_Impact_Score,Historical_Cost_Deviation_%,Stakeholder_Priority_Score,Time_Estimate_Days,Feasibility_Label,Scope_Complexity_Numeric
P1488,Highway Expansion,Power Plant,Medium,3383366,61,40,36,7.88,0.82,340,Feasible,2
P1489,Dam Reinforcement,Power Plant,High,3035848,76,94,79,2.54,0.77,135,Feasible,3
P1490,Industrial Complex,Bridge,High,6122930,91,97,41,7.64,0.88,509,Not Feasible,3
P1491,Urban Flyover,Building,Medium,3439855,72,72,43,6.88,0.88,197,Not Feasible,2
P1492,Dam Reinforcement,Road,Low,1204615,74,98,70,3.23,0.81,241,Feasible,1
P1493,Urban Flyover,Bridge,Medium,2525233,70,42,69,5.45,0.89,555,Feasible,2
P1494,Smart Solar Grid,Power Plant,High,4896022,73,39,30,1.47,0.67,377,Feasible,3
P1495,Dam Reinforcement,Building,High,2803740,74,70,75,4.53,0.94,336,Borderline,3
P1496,Highway Expansion,Water Infra,Low,4968222,94,79,90,8.81,0.81,598,Feasible,1
P1497,Dam Reinforcement,Water Infra,Low,4068893,95,88,61,4.21,0.91,233,Feasible,1
P1498,Highway Expansion,Building,High,1838003,81,68,58,8.4,0.77,489,Borderline,3
P1499,Urban Flyover,Road,High,4433382,81,32,88,5.9,0.61,580,Feasible,3
P1500,Dam Reinforcement,Building,Medium,1281570,54,36,67,1.92,0.77,499,Feasible,2
P1501,Industrial Complex,Road,Medium,4182993,85,78,76,5.81,0.69,265,Feasible,2
P1502,Industrial Complex,Power Plant,Low,5081082,95,55,40,5.06,0.85,584,Feasible,1
P1503,Smart Solar Grid,Road,Medium,4395049,91,62,39,3.99,0.74,356,Not Feasible,2
P1504,Industrial Complex,Road,High,1066150,98,77,34,1.2,0.92,595,Feasible,3
P1505,Smart Solar Grid,Building,Medium,3434206,91,31,88,4.17,0.84,579,Not Feasible,2
P1506,Urban Flyover,Building,Medium,1559723,88,61,96,0.73,0.84,538,Feasible,2
P1507,Highway Expansion,Water Infra,High,3547500,65,33,70,0.99,0.61,205,Not Feasible,3
P1508,Urban Flyover,Power Plant,Medium,4355745,82,49,95,4.16,0.99,286,Not Feasible,2
P1509,Highway Expansion,Bridge,High,1999554,98,65,81,3.05,0.92,248,Feasible,3
P1510,Highway Expansion,Building,Medium,5193060,70,61,56,9.26,0.89,284,Feasible,2
P1511,Smart Solar Grid,Power Plant,High,5158634,58,57,25,3.76,0.67,396,Feasible,3
P1512,Industrial Complex,Power Plant,High,1134055,55,30,90,7.58,0.77,376,Feasible,3
P1513,Industrial Complex,Water Infra,Low,1676022,94,89,45,5.3,0.57,251,Feasible,1
P1514,Smart Solar Grid,Building,Low,1809942,84,85,27,7.04,0.77,599,Not Feasible,1
P1515,Smart Solar Grid,Building,Medium,4879275,88,64,92,2.6,0.57,177,Feasible,2
P1516,Urban Flyover,Power Plant,Low,1696358,71,59,23,9.42,0.78,376,Feasible,1
P1517,Smart Solar Grid,Building,Medium,4595790,90,83,40,5.3,0.82,260,Feasible,2
P1518,Industrial Complex,Water Infra,Medium,6336951,54,65,50,8.31,0.7,293,Feasible,2
P1519,Smart Solar Grid,Water Infra,Medium,2841648,91,84,40,3.65,0.75,294,Not Feasible,2
P1520,Smart Solar Grid,Water Infra,Medium,6549571,72,87,44,1.0,0.94,328,Not Feasible,2
P1521,Highway Expansion,Building,Medium,2688472,66,94,34,6.74,0.55,323,Not Feasible,2
P1522,Smart Solar Grid,Building,Medium,4828433,61,98,54,0.08,0.9,126,Feasible,2
P1523,Urban Flyover,Water Infra,Low,3735264,72,80,68,4.75,0.59,170,Feasible,1
P1524,Smart Solar Grid,Road,Low,6206031,65,51,62,1.93,0.52,378,Borderline,1
P1525,Dam Reinforcement,Bridge,Low,5448748,52,82,60,6.27,0.59,297,Feasible,1
P1526,Dam Reinforcement,Power Plant,High,3700713,79,65,56,9.79,0.88,529,Feasible,3
P1527,Highway Expansion,Road,High,3308989,71,97,76,4.64,0.7,150,Borderline,3
P1528,Highway Expansion,Bridge,Medium,5137270,58,65,61,8.17,0.94,475,Borderline,2
P1529,Dam Reinforcement,Building,High,5317922,78,81,66,5.08,0.76,437,Feasible,3
P1530,Highway Expansion,Power Plant,Low,5115625,96,82,80,4.96,0.51,273,Feasible,1
P1531,Highway Expansion,Road,Medium,1459297,86,79,33,9.3,0.86,570,Not Feasible,2
P1532,Industrial Complex,Power Plant,Medium,2020154,72,70,87,8.9,0.56,483,Borderline,2
P1533,Industrial Complex,Building,Low,5945169,62,47,72,7.86,0.89,174,Not Feasible,1
P1534,Smart Solar Grid,Bridge,Medium,5077151,81,51,53,2.96,0.58,275,Feasible,2
P1535,Dam Reinforcement,Bridge,High,5734963,95,95,95,5.45,0.67,163,Feasible,3
P1536,Urban Flyover,Bridge,Medium,3803696,96,50,43,2.24,0.88,200,Borderline,2
P1537,Dam Reinforcement,Road,Medium,3093373,97,73,39,4.44,0.98,285,Borderline,2
P1538,Dam Reinforcement,Bridge,Low,6841140,72,76,88,4.84,0.69,149,Borderline,1
P1539,Industrial Complex,Road,High,6436139,94,68,49,8.32,0.91,441,Feasible,3
P1540,Industrial Complex,Road,High,3372280,66,58,26,8.96,0.6,255,Not Feasible,3
P1541,Highway Expansion,Water Infra,Medium,3916623,89,83,55,4.15,0.9,133,Feasible,2
P1542,Urban Flyover,Road,High,3706871,70,46,57,0.18,0.83,476,Feasible,3
P1543,Industrial Complex,Power Plant,High,1870123,51,89,99,8.62,0.6,225,Borderline,3
P1544,Highway Expansion,Bridge,High,3986249,86,60,71,1.74,0.65,478,Not Feasible,3
P1545,Urban Flyover,Road,High,2859582,55,78,34,6.22,0.57,437,Feasible,3
P1546,Industrial Complex,Building,High,5444499,93,31,65,0.25,0.69,194,Feasible,3
P1547,Dam Reinforcement,Road,Medium,6386628,67,77,42,4.0,0.6,566,Borderline,2
P1548,Dam Reinforcement,Road,Medium,3129885,79,43,31,9.86,0.82,198,Feasible,2
P1549,Urban Flyover,Water Infra,High,6983920,71,88,63,1.01,1.0,313,Not Feasible,3
P1550,Urban Flyover,Power Plant,Low,5720642,82,87,34,4.24,0.51,482,Not Feasible,1
P1551,Industrial Complex,Building,High,3207148,79,87,68,3.07,0.77,215,Feasible,3
P1552,Industrial Complex,Water Infra,Low,5752525,66,80,40,9.05,0.79,159,Not Feasible,1
P1553,Urban Flyover,Power Plant,Medium,1549239,92,31,34,8.69,0.96,375,Borderline,2
P1554,Urban Flyover,Road,Medium,1556701,81,70,33,2.38,0.75,516,Feasible,2
P1555,Highway Expansion,Building,Medium,6408753,91,45,61,0.81,0.77,226,Feasible,2
P1556,Highway Expansion,Power Plant,High,6953859,63,33,99,6.27,0.74,136,Feasible,3
P1557,Highway Expansion,Water Infra,Medium,4047569,59,41,34,3.36,0.63,134,Feasible,2
P1558,Dam Reinforcement,Road,High,6093309,96,58,82,6.72,0.53,536,Feasible,3
P1559,Dam Reinforcement,Road,High,6230884,85,36,87,0.32,0.7,391,Not Feasible,3
P1560,Highway Expansion,Bridge,Medium,5628120,83,43,46,1.33,0.53,132,Feasible,2
P1561,Highway Expansion,Water Infra,Medium,2270464,58,41,72,6.86,0.78,366,Feasible,2
P1562,Urban Flyover,Building,Medium,1785332,91,34,71,2.12,0.65,333,Not Feasible,2
P1563,Dam Reinforcement,Road,Low,6988333,77,61,82,8.58,0.77,270,Not Feasible,1
P1564,Highway Expansion,Bridge,Low,1767950,60,72,92,0.59,0.57,411,Not Feasible,1
P1565,Smart Solar Grid,Power Plant,High,1166472,63,98,72,2.15,0.97,162,Feasible,3
P1566,Industrial Complex,Road,Low,1397710,88,74,76,9.99,0.95,553,Feasible,1
P1567,Highway Expansion,Power Plant,Low,5317048,96,38,71,4.33,0.59,233,Feasible,1
P1568,Dam Reinforcement,Road,Medium,6972931,68,78,62,7.03,0.67,449,Not Feasible,2
P1569,Highway Expansion,Power Plant,Medium,6744826,64,62,26,1.83,0.81,200,Not Feasible,2
P1570,Smart Solar Grid,Water Infra,High,4188729,77,47,61,6.1,0.55,469,Feasible,3
P1571,Urban Flyover,Power Plant,High,5785956,73,38,23,7.26,0.68,260,Feasible,3
P1572,Dam Reinforcement,Power Plant,Low,6105724,57,91,88,3.14,0.63,149,Borderline,1
P1573,Urban Flyover,Road,High,6025764,92,86,24,8.29,0.96,560,Feasible,3
P1574,Industrial Complex,Road,Medium,3850171,58,58,94,6.03,0.93,149,Not Feasible,2
P1575,Urban Flyover,Power Plant,Medium,1910775,96,54,99,3.89,0.79,574,Feasible,2
P1576,Highway Expansion,Water Infra,Low,6954878,82,44,60,5.58,0.76,385,Feasible,1
P1577,Smart Solar Grid,Building,Medium,6895469,82,35,23,5.77,0.97,218,Not Feasible,2
P1578,Urban Flyover,Bridge,Medium,6107031,68,71,21,1.66,0.97,569,Not Feasible,2
P1579,Smart Solar Grid,Power Plant,Medium,3596874,52,58,86,4.03,0.98,213,Borderline,2
P1580,Dam Reinforcement,Water Infra,Medium,6927997,59,33,40,3.43,0.56,330,Feasible,2
P1581,Dam Reinforcement,Power Plant,Medium,1558924,89,86,89,4.01,0.58,414,Not Feasible,2
P1582,Highway Expansion,Bridge,Low,4881185,96,78,62,7.61,0.84,156,Borderline,1
P1583,Highway Expansion,Building,High,5373656,91,73,88,4.83,0.77,506,Feasible,3
P1584,Highway Expansion,Building,Low,6004998,50,43,28,9.4,0.51,208,Not Feasible,1
P1585,Smart Solar Grid,Power Plant,Low,5012595,78,32,47,2.94,0.53,537,Feasible,1
P1586,Industrial Complex,Bridge,Low,3290435,99,91,45,4.16,0.94,374,Feasible,1
P1587,Industrial Complex,Power Plant,High,6166650,83,93,22,7.87,0.93,333,Borderline,3
P1588,Industrial Complex,Road,Medium,6109319,62,74,92,5.46,0.68,541,Feasible,2
P1589,Dam Reinforcement,Building,High,6693075,50,87,68,5.47,0.95,133,Borderline,3
P1590,Dam Reinforcement,Water Infra,Low,6193278,83,49,36,0.53,0.8,311,Feasible,1
P1591,Industrial Complex,Water Infra,High,1431413,78,87,82,3.99,0.9,414,Feasible,3
P1592,Highway Expansion,Water Infra,Low,2352564,97,86,74,2.71,0.71,301,Not Feasible,1
P1593,Urban Flyover,Bridge,Medium,3424050,96,97,42,9.99,0.56,249,Feasible,2
P1594,Industrial Complex,Bridge,Low,5165100,62,81,53,3.08,0.72,343,Feasible,1
P1595,Urban Flyover,Building,Medium,6145965,97,66,88,8.84,0.73,162,Not Feasible,2
P1596,Industrial Complex,Bridge,Low,1863561,98,37,34,6.76,0.78,300,Feasible,1
P1597,Urban Flyover,Road,Low,1302186,78,73,66,3.41,0.55,506,Not Feasible,1
P1598,Highway Expansion,Building,High,4207393,88,34,22,5.44,1.0,288,Not Feasible,3
P1599,Dam Reinforcement,Building,Medium,6489464,73,98,47,8.41,0.62,383,Feasible,2
P1600,Industrial Complex,Road,Low,4828464,75,60,22,8.83,0.6,593,Feasible,1
P1601,Industrial Complex,Road,Medium,2026553,66,74,23,1.6,0.76,215,Not Feasible,2
P1602,Highway Expansion,Road,High,2235202,56,38,50,3.4,0.77,322,Not Feasible,3
P1603,Smart Solar Grid,Power Plant,Medium,1145271,62,61,64,3.35,0.72,566,Feasible,2
P1604,Industrial Complex,Water Infra,High,3215685,54,62,78,0.42,0.89,440,Not Feasible,3
P1605,Urban Flyover,Water Infra,High,6162756,75,96,64,5.98,0.76,454,Not Feasible,3
P1606,Highway Expansion,Building,Medium,4743797,98,59,94,8.55,0.8,507,Feasible,2
P1607,Smart Solar Grid,Road,Medium,2514542,52,58,56,3.82,0.86,187,Feasible,2
P1608,Industrial Complex,Bridge,Low,5180656,56,32,84,7.4,0.51,211,Feasible,1
P1609,Industrial Complex,Road,High,3930184,98,86,28,6.28,0.79,385,Not Feasible,3
P1610,Dam Reinforcement,Building,Medium,1076898,88,59,36,3.76,0.94,450,Not Feasible,2
P1611,Smart Solar Grid,Water Infra,High,4295097,50,38,84,1.41,0.51,297,Feasible,3
P1612,Highway Expansion,Power Plant,Low,1288316,98,55,22,7.09,0.7,270,Feasible,1
P1613,Urban Flyover,Road,Medium,3008954,66,31,45,8.55,0.96,436,Feasible,2
P1614,Industrial Complex,Water Infra,Medium,2829553,92,91,72,6.86,0.68,166,Feasible,2
P1615,Highway Expansion,Building,High,5088657,74,32,50,0.18,0.73,122,Feasible,3
P1616,Dam Reinforcement,Building,Medium,4041341,52,75,45,2.16,0.99,222,Not Feasible,2
P1617,Industrial Complex,Water Infra,Medium,2039504,64,97,42,0.69,0.6,392,Feasible,2
P1618,Smart Solar Grid,Water Infra,High,5087810,78,54,49,5.7,0.53,141,Feasible,3
P1619,Highway Expansion,Road,Low,6927071,92,80,29,7.56,0.93,235,Not Feasible,1
P1620,Urban Flyover,Bridge,Medium,3105058,81,42,91,1.11,0.93,466,Feasible,2
P1621,Dam Reinforcement,Road,Low,5988023,75,73,83,8.38,0.74,519,Feasible,1
P1622,Highway Expansion,Power Plant,High,5909384,65,64,41,5.56,0.76,583,Borderline,3
P1623,Industrial Complex,Water Infra,High,2675843,74,84,34,6.9,0.92,223,Feasible,3
P1624,Urban Flyover,Power Plant,Low,1034701,77,38,75,9.71,0.87,378,Feasible,1
P1625,Industrial Complex,Power Plant,Medium,4229028,58,31,93,0.84,0.63,427,Not Feasible,2
P1626,Industrial Complex,Bridge,Medium,2721610,50,90,39,9.01,0.51,486,Feasible,2
P1627,Smart Solar Grid,Road,High,3180712,78,70,66,1.26,0.74,536,Feasible,3
P1628,Smart Solar Grid,Building,High,3339767,71,73,72,3.93,0.93,417,Borderline,3
P1629,Industrial Complex,Power Plant,Medium,3614235,65,93,72,8.51,0.95,249,Feasible,2
P1630,Dam Reinforcement,Power Plant,Low,1491036,90,60,20,9.06,0.98,414,Feasible,1
P1631,Smart Solar Grid,Power Plant,High,1327304,93,76,21,5.06,0.94,421,Feasible,3
P1632,Smart Solar Grid,Power Plant,Medium,3462616,90,31,77,5.94,0.79,167,Feasible,2
P1633,Smart Solar Grid,Building,Medium,3710241,56,98,38,7.08,0.72,146,Feasible,2
P1634,Smart Solar Grid,Road,Medium,4433803,63,87,81,8.33,0.89,134,Not Feasible,2
P1635,Urban Flyover,Bridge,Low,2142953,78,73,97,1.22,0.87,382,Not Feasible,1
P1636,Industrial Complex,Power Plant,Medium,4961352,68,85,91,8.1,0.77,484,Borderline,2
P1637,Urban Flyover,Water Infra,High,4978702,68,72,31,4.81,0.54,560,Not Feasible,3
P1638,Highway Expansion,Building,Low,5059175,51,63,45,4.51,0.96,417,Feasible,1
P1639,Highway Expansion,Bridge,High,1326916,90,59,46,4.24,0.73,384,Feasible,3
P1640,Highway Expansion,Water Infra,Low,4597706,94,99,48,5.09,0.68,480,Not Feasible,1
P1641,Urban Flyover,Water Infra,Medium,5506554,64,84,34,9.45,0.81,253,Feasible,2
P1642,Industrial Complex,Water Infra,Medium,1605409,52,96,65,5.48,0.84,560,Not Feasible,2
P1643,Highway Expansion,Power Plant,Low,2074135,60,42,20,9.53,0.61,195,Feasible,1
P1644,Smart Solar Grid,Road,Medium,3989179,95,32,79,1.8,0.92,149,Feasible,2
P1645,Highway Expansion,Power Plant,High,6050405,79,55,76,7.24,0.64,558,Feasible,3
P1646,Dam Reinforcement,Water Infra,Medium,2725690,89,86,22,8.12,0.59,459,Feasible,2
P1647,Smart Solar Grid,Bridge,Low,4280772,67,53,37,6.79,0.7,245,Borderline,1
P1648,Smart Solar Grid,Power Plant,High,6809041,97,82,71,6.07,0.87,203,Feasible,3
P1649,Smart Solar Grid,Bridge,High,5157893,51,99,79,5.65,0.98,173,Feasible,3
P1650,Highway Expansion,Power Plant,Low,6087268,81,72,53,8.61,0.9,485,Feasible,1
P1651,Smart Solar Grid,Road,High,1403119,57,89,79,8.22,0.97,402,Borderline,3
P1652,Dam Reinforcement,Road,High,6329868,71,87,45,1.22,0.57,459,Feasible,3
P1653,Urban Flyover,Power Plant,Low,5166769,55,78,91,8.49,0.54,562,Not Feasible,1
P1654,Dam Reinforcement,Power Plant,High,5320295,61,71,38,4.14,0.78,382,Borderline,3
P1655,Industrial Complex,Road,Medium,1402732,96,95,41,2.54,0.65,543,Not Feasible,2
P1656,Smart Solar Grid,Bridge,Medium,1506079,89,40,52,8.7,0.91,479,Not Feasible,2
P1657,Dam Reinforcement,Road,Low,2950013,85,47,57,4.32,0.84,341,Not Feasible,1
P1658,Highway Expansion,Power Plant,High,3623836,64,81,54,8.08,0.99,447,Feasible,3
P1659,Industrial Complex,Bridge,High,2132658,77,75,86,2.63,0.63,121,Borderline,3
P1660,Dam Reinforcement,Power Plant,Medium,2985209,98,73,29,0.04,0.74,517,Feasible,2
P1661,Smart Solar Grid,Building,Medium,5322626,94,51,34,4.95,0.75,513,Not Feasible,2
P1662,Highway Expansion,Power Plant,Low,1656951,67,82,30,1.0,0.62,425,Not Feasible,1
P1663,Smart Solar Grid,Road,Medium,1011303,51,88,43,7.54,0.8,265,Borderline,2
P1664,Industrial Complex,Water Infra,Low,2210209,62,59,96,2.76,0.72,137,Feasible,1
P1665,Dam Reinforcement,Road,High,4479591,94,37,23,4.44,0.72,135,Not Feasible,3
P1666,Smart Solar Grid,Road,Medium,6492570,64,86,32,0.87,0.68,427,Feasible,2
P1667,Industrial Complex,Bridge,High,6203916,69,49,92,2.87,0.51,572,Feasible,3
P1668,Highway Expansion,Building,Medium,3366610,78,54,76,7.81,0.76,555,Borderline,2
P1669,Dam Reinforcement,Bridge,Medium,5180303,91,48,56,1.52,0.67,278,Feasible,2
P1670,Dam Reinforcement,Power Plant,High,2068199,78,34,67,6.47,0.5,459,Borderline,3
P1671,Industrial Complex,Water Infra,High,5917339,52,56,90,9.17,0.65,526,Not Feasible,3
P1672,Dam Reinforcement,Road,Medium,5176224,68,69,20,6.8,0.64,471,Feasible,2
P1673,Highway Expansion,Water Infra,Low,5684346,52,55,79,8.11,0.7,417,Feasible,1
P1674,Highway Expansion,Water Infra,Medium,1458298,63,56,31,1.09,0.57,328,Not Feasible,2
P1675,Dam Reinforcement,Power Plant,Medium,2047343,89,91,40,2.51,0.75,565,Feasible,2
P1676,Smart Solar Grid,Power Plant,Medium,6719720,53,79,30,8.95,0.85,324,Feasible,2
P1677,Smart Solar Grid,Water Infra,High,1105228,60,71,63,7.15,0.82,232,Not Feasible,3
P1678,Highway Expansion,Road,High,5620650,80,58,77,6.4,0.9,297,Feasible,3
P1679,Smart Solar Grid,Power Plant,Medium,2755692,92,68,63,6.64,0.73,580,Not Feasible,2
P1680,Industrial Complex,Road,High,1884056,81,89,97,4.14,0.76,328,Feasible,3
P1681,Urban Flyover,Power Plant,High,2730228,76,70,53,0.45,0.91,243,Borderline,3
P1682,Dam Reinforcement,Road,Low,2946793,79,62,44,7.84,0.71,134,Feasible,1
P1683,Industrial Complex,Road,Low,2569123,92,45,23,6.79,0.85,465,Borderline,1
P1684,Highway Expansion,Building,High,4279269,51,52,83,4.73,0.72,547,Not Feasible,3
P1685,Urban Flyover,Power Plant,High,2726470,98,36,35,9.0,0.71,595,Feasible,3
P1686,Highway Expansion,Building,High,4340420,58,55,29,3.36,0.88,417,Feasible,3
P1687,Urban Flyover,Water Infra,Low,1048874,77,41,85,2.94,0.59,164,Feasible,1
P1688,Industrial Complex,Road,High,2622572,80,34,54,8.73,0.67,213,Borderline,3
P1689,Urban Flyover,Road,Medium,4220281,83,98,25,7.97,0.61,226,Feasible,2
P1690,Smart Solar Grid,Bridge,Low,3689784,64,78,38,5.15,0.68,538,Feasible,1
P1691,Industrial Complex,Power Plant,High,1709662,97,55,78,1.31,0.62,397,Feasible,3
P1692,Dam Reinforcement,Water Infra,High,6321129,74,34,72,2.15,0.79,247,Feasible,3
P1693,Highway Expansion,Water Infra,Medium,5872554,85,51,27,6.56,0.9,577,Feasible,2
P1694,Smart Solar Grid,Power Plant,Medium,1470452,57,42,97,3.85,0.89,578,Not Feasible,2
P1695,Dam Reinforcement,Bridge,High,6672605,58,57,29,8.36,0.68,157,Feasible,3
P1696,Urban Flyover,Bridge,High,3139686,86,62,86,9.5,0.99,216,Feasible,3
P1697,Smart Solar Grid,Power Plant,High,3592670,97,52,57,8.06,0.8,317,Feasible,3
P1698,Dam Reinforcement,Road,Medium,5810833,94,47,48,3.78,0.7,311,Borderline,2
P1699,Industrial Complex,Road,High,1442061,88,59,34,7.89,0.92,476,Not Feasible,3
P1700,Urban Flyover,Water Infra,High,4334732,81,55,42,3.51,0.86,126,Feasible,3
P1701,Dam Reinforcement,Power Plant,High,4761675,66,45,65,1.67,0.87,163,Feasible,3
P1702,Urban Flyover,Road,Low,3261286,84,68,47,0.33,0.6,451,Feasible,1
P1703,Dam Reinforcement,Bridge,High,1488972,86,62,45,3.86,0.73,126,Feasible,3
P1704,Highway Expansion,Power Plant,Low,2123994,68,55,29,9.04,0.93,313,Borderline,1
P1705,Industrial Complex,Water Infra,Medium,4081328,93,77,66,2.39,0.75,435,Feasible,2
P1706,Smart Solar Grid,Road,Medium,6371112,78,94,23,2.07,0.84,120,Borderline,2
P1707,Dam Reinforcement,Road,Low,5098064,56,67,74,9.7,0.79,181,Borderline,1
P1708,Urban Flyover,Bridge,Low,3617703,77,31,85,0.25,0.92,462,Feasible,1
P1709,Industrial Complex,Road,Low,1163038,58,35,86,7.86,0.64,208,Feasible,1
P1710,Smart Solar Grid,Road,High,6124795,77,75,26,3.21,0.79,137,Not Feasible,3
P1711,Urban Flyover,Bridge,High,6411263,55,79,74,0.37,0.56,227,Borderline,3
P1712,Industrial Complex,Bridge,Medium,4963735,78,67,99,9.18,0.85,254,Feasible,2
P1713,Urban Flyover,Water Infra,Medium,2374572,66,47,50,1.4,0.87,490,Not Feasible,2
P1714,Industrial Complex,Power Plant,Medium,3355874,65,56,93,5.52,0.52,429,Feasible,2
P1715,Smart Solar Grid,Road,Medium,1600530,72,70,38,2.74,0.84,186,Feasible,2
P1716,Smart Solar Grid,Road,Low,6421469,80,46,47,0.65,0.71,212,Borderline,1
P1717,Urban Flyover,Bridge,High,4648966,52,91,47,0.5,0.56,257,Not Feasible,3
P1718,Industrial Complex,Water Infra,Low,2077833,70,58,38,1.16,0.71,308,Not Feasible,1
P1719,Dam Reinforcement,Road,Medium,3577640,75,87,39,0.71,0.6,178,Not Feasible,2
P1720,Smart Solar Grid,Water Infra,Medium,1435423,85,99,32,7.61,0.71,306,Not Feasible,2
P1721,Dam Reinforcement,Building,Medium,2192929,91,51,96,4.86,0.69,354,Feasible,2
P1722,Dam Reinforcement,Bridge,High,1323390,86,35,62,3.43,0.87,188,Not Feasible,3
P1723,Highway Expansion,Road,Low,2664221,71,55,30,4.18,0.89,566,Feasible,1
P1724,Urban Flyover,Water Infra,Medium,5068316,91,68,67,9.29,0.8,217,Borderline,2
P1725,Urban Flyover,Power Plant,High,2656671,61,41,34,9.11,0.51,127,Feasible,3
P1726,Urban Flyover,Water Infra,High,6681635,91,43,36,7.16,0.97,581,Feasible,3
P1727,Industrial Complex,Water Infra,Low,1138563,62,51,73,8.85,0.84,430,Feasible,1
P1728,Smart Solar Grid,Building,Medium,1783066,60,80,69,3.2,0.52,253,Feasible,2
P1729,Smart Solar Grid,Road,Low,2554623,65,52,47,3.81,0.91,504,Feasible,1
P1730,Highway Expansion,Road,Low,5899856,57,77,23,6.14,0.6,175,Feasible,1
P1731,Highway Expansion,Bridge,Low,5055957,89,79,41,6.24,0.79,479,Feasible,1
P1732,Highway Expansion,Water Infra,Low,1597897,89,42,58,4.82,0.73,578,Feasible,1
P1733,Dam Reinforcement,Power Plant,Low,4941237,94,39,53,4.01,0.71,233,Not Feasible,1
P1734,Urban Flyover,Building,Low,1772800,51,84,63,9.86,0.94,207,Borderline,1
P1735,Industrial Complex,Water Infra,Medium,6496853,79,38,61,8.21,0.72,257,Feasible,2
P1736,Smart Solar Grid,Power Plant,Medium,3042999,79,81,59,4.35,0.54,227,Feasible,2
P1737,Industrial Complex,Bridge,Medium,4522554,61,31,31,7.27,0.97,142,Not Feasible,2
P1738,Urban Flyover,Building,High,4659985,59,54,21,2.7,0.96,263,Borderline,3
P1739,Urban Flyover,Road,Medium,2902897,93,42,47,1.0,0.84,476,Borderline,2
P1740,Smart Solar Grid,Road,Medium,4576511,60,80,93,3.52,0.73,263,Not Feasible,2
P1741,Dam Reinforcement,Water Infra,High,2163950,64,87,86,4.03,0.55,175,Feasible,3
P1742,Highway Expansion,Building,Low,1549148,65,63,90,0.17,0.9,227,Feasible,1
P1743,Dam Reinforcement,Power Plant,Low,3773707,66,64,91,8.15,0.54,470,Feasible,1
P1744,Urban Flyover,Bridge,Low,5678394,75,32,95,3.59,0.53,125,Borderline,1
P1745,Urban Flyover,Bridge,Medium,6068002,51,88,29,5.8,0.77,149,Feasible,2
P1746,Dam Reinforcement,Road,Low,3773939,99,99,76,0.74,0.58,566,Not Feasible,1
P1747,Highway Expansion,Road,Low,2935740,61,77,56,1.75,0.5,504,Feasible,1
P1748,Highway Expansion,Bridge,Medium,4434955,75,93,96,8.9,0.71,426,Feasible,2
P1749,Urban Flyover,Road,Medium,5936710,72,48,83,6.09,0.57,481,Feasible,2
P1750,Highway Expansion,Bridge,High,6038108,67,96,98,9.5,0.58,464,Feasible,3
P1751,Highway Expansion,Water Infra,High,3745226,81,34,59,9.99,0.54,246,Feasible,3
P1752,Smart Solar Grid,Power Plant,Low,6155872,98,96,79,3.72,0.6,421,Not Feasible,1
P1753,Smart Solar Grid,Building,High,6774981,87,40,67,2.99,0.86,240,Feasible,3
P1754,Industrial Complex,Water Infra,Low,4177326,96,97,38,8.58,0.9,524,Feasible,1
P1755,Dam Reinforcement,Building,High,2554510,52,98,91,9.99,0.73,218,Not Feasible,3
P1756,Urban Flyover,Bridge,Medium,2830815,87,30,52,6.3,0.75,285,Feasible,2
P1757,Highway Expansion,Power Plant,Low,4763122,52,92,63,7.95,0.52,444,Borderline,1
P1758,Industrial Complex,Water Infra,Low,3386378,79,58,56,7.82,0.53,438,Feasible,1
P1759,Smart Solar Grid,Road,Low,5421590,50,41,55,3.55,0.63,360,Feasible,1
P1760,Highway Expansion,Building,Medium,3534937,79,70,40,5.74,0.77,169,Feasible,2
P1761,Dam Reinforcement,Building,High,4157473,94,31,21,8.33,0.87,387,Feasible,3
P1762,Smart Solar Grid,Road,Medium,1812461,81,66,50,6.88,0.8,444,Borderline,2
P1763,Urban Flyover,Water Infra,Low,5427036,77,74,49,0.21,0.7,192,Borderline,1
P1764,Highway Expansion,Road,Medium,5055555,70,77,95,3.37,0.56,419,Not Feasible,2
P1765,Industrial Complex,Building,Medium,2718224,95,53,63,1.44,0.89,171,Feasible,2
P1766,Urban Flyover,Road,High,3710626,62,51,31,2.33,0.68,384,Not Feasible,3
P1767,Highway Expansion,Building,High,1924044,76,40,70,9.05,0.87,346,Feasible,3
P1768,Highway Expansion,Water Infra,Low,3981352,85,87,68,0.37,0.76,312,Feasible,1
P1769,Highway Expansion,Power Plant,Medium,2386652,56,75,43,2.2,0.87,493,Feasible,2
P1770,Highway Expansion,Water Infra,High,1285555,71,58,43,3.1,0.95,358,Feasible,3
P1771,Highway Expansion,Road,Low,1444191,59,64,79,6.17,0.96,129,Not Feasible,1
P1772,Urban Flyover,Road,Low,2502337,88,44,30,5.34,0.77,421,Borderline,1
P1773,Dam Reinforcement,Water Infra,Low,6748398,64,89,32,2.18,0.76,478,Feasible,1
P1774,Dam Reinforcement,Power Plant,High,4486669,64,71,91,1.64,0.63,347,Not Feasible,3
P1775,Urban Flyover,Building,High,1920597,53,72,93,2.37,0.97,561,Feasible,3
P1776,Dam Reinforcement,Road,High,3043338,81,78,91,5.03,0.73,412,Not Feasible,3
